time,tavg,tmin,tmax,prcp,wspd,pres,tsun
2012-09-01,17.1,12.1,22.6,23.8,,1016.3,
2012-10-01,18.6,13.9,23.4,29.4,,1017.1,16620.0
2012-11-01,20.6,16.9,24.2,52.0,,1016.0,12240.0
2012-12-01,22.7,18.7,26.1,45.2,,1014.7,12780.0
2013-01-01,24.3,20.6,27.7,137.8,,1011.6,13560.0
2013-02-01,23.0,19.6,26.3,165.4,,1016.8,12300.0
2013-03-01,22.9,19.0,26.5,65.6,,1017.4,14520.0
2013-04-01,19.1,15.0,24.1,199.8,,1018.9,13560.0
2013-05-01,16.2,12.0,21.4,110.2,,1021.2,13500.0
2013-06-01,14.4,10.9,18.2,316.4,,1018.7,7140.0
2013-07-01,14.4,9.9,19.6,32.6,,1023.1,13680.0
2013-08-01,15.7,10.6,21.2,14.8,,1015.2,16680.0
2013-09-01,19.4,13.9,24.5,35.8,19.6,1015.0,15960.0
2013-10-01,20.3,15.1,25.8,42.2,,1014.5,17580.0
2013-11-01,20.4,16.5,24.1,192.8,24.8,1013.7,13920.0
2013-12-01,22.9,18.7,26.5,31.0,,1013.3,17460.0
2014-01-01,23.8,19.9,27.0,17.4,,1015.0,15120.0
2014-02-01,23.3,20.0,26.3,58.2,21.5,1014.4,10860.0
2014-03-01,22.9,19.3,26.5,102.6,17.4,1018.9,11880.0
2014-04-01,19.7,16.0,23.9,121.0,18.4,1017.2,9780.0
2014-05-01,17.7,13.2,23.3,27.4,,1020.3,13980.0
2014-06-01,15.1,11.1,19.7,68.0,,1018.9,11460.0
2014-07-01,13.7,9.0,19.1,16.4,,1018.7,13860.0
2014-08-01,13.4,9.7,18.4,215.2,20.9,1024.9,11880.0
2014-09-01,16.8,12.4,22.0,41.0,,1018.9,14760.0
2014-10-01,19.9,15.2,24.8,86.6,,1017.0,15540.0
2014-11-01,22.0,17.8,25.8,13.0,21.5,1015.5,15420.0
2014-12-01,23.1,19.2,25.9,118.0,21.4,1011.3,
2015-01-01,23.7,20.5,27.6,165.8,22.7,1011.3,
2015-02-01,23.5,20.5,27.1,59.0,19.5,1017.8,
2015-03-01,21.8,18.4,26.9,65.2,19.7,,
2015-04-01,18.4,15.4,22.8,366.8,22.7,,
2015-05-01,16.2,12.6,20.8,109.8,,,
2015-06-01,13.9,10.1,18.7,110.6,15.0,1024.7,
2015-07-01,12.0,8.1,17.5,47.0,18.2,,
2015-08-01,14.2,9.8,19.5,71.8,,,
2015-09-01,15.9,12.0,20.8,80.0,21.4,1021.3,
2015-10-01,20.9,17.0,25.0,43.0,,,
2015-11-01,21.5,17.8,26.3,122.6,22.0,1014.2,
2015-12-01,22.1,18.4,26.2,96.6,,,
2016-01-01,23.0,19.6,27.5,249.8,20.7,,
2016-02-01,24.0,20.7,28.3,25.8,21.2,1014.1,
2016-03-01,22.8,19.8,26.9,193.2,20.3,1017.6,
2016-04-01,20.4,17.0,24.8,155.0,16.8,1021.7,
2016-05-01,17.4,13.4,23.0,7.2,,,
2016-06-01,14.6,11.1,19.1,305.0,20.2,1016.3,
2016-07-01,13.9,10.1,18.6,104.6,19.7,1018.0,
2016-08-01,14.4,9.9,19.2,151.4,,,
2016-09-01,16.8,13.1,21.5,70.0,19.4,1014.1,
2016-10-01,18.7,14.4,24.0,31.4,,,
2016-11-01,21.2,17.4,26.2,27.2,20.7,1012.2,
2016-12-01,23.5,20.1,28.2,65.0,21.3,1012.4,
2017-01-01,24.6,21.7,29.7,48.4,22.3,1012.1,
2017-02-01,24.1,21.1,28.6,205.2,22.7,1013.7,
2017-03-01,,20.1,25.7,326.6,,,
2017-04-01,18.8,14.7,23.9,82.6,18.0,1021.1,
2017-05-01,16.4,12.6,21.3,30.0,16.1,1021.7,
2017-06-01,14.0,10.2,18.3,174.6,18.1,1024.8,
2017-07-01,13.6,8.7,19.2,12.6,17.4,1018.9,
2017-08-01,14.2,9.6,19.6,24.2,22.0,1016.9,
2017-09-01,17.6,12.3,23.4,0.2,,1014.6,
2017-10-01,19.6,16.1,24.1,62.8,,,
2017-11-01,20.3,17.0,23.9,61.2,20.6,1019.2,
2017-12-01,23.4,20.0,27.9,47.2,22.0,1011.5,
2018-01-01,23.8,20.2,27.9,37.8,23.7,1012.3,
2018-02-01,23.3,19.9,27.3,112.8,22.1,1014.0,
2018-03-01,22.7,19.3,26.9,118.8,20.9,1017.5,
2018-04-01,21.6,18.1,26.2,23.2,18.9,1018.0,
2018-05-01,16.4,12.0,21.8,23.2,18.6,,
2018-06-01,13.4,9.8,17.9,176.6,19.9,1022.2,
2018-07-01,13.9,8.5,20.0,11.2,17.0,1018.0,
2018-08-01,13.8,9.6,19.3,7.8,19.4,1016.2,
2018-09-01,15.9,11.5,21.0,51.0,17.6,1020.1,
2018-10-01,18.2,15.1,21.6,167.6,,,
2018-11-01,20.6,17.1,24.9,176.2,19.2,1011.8,
2018-12-01,22.7,19.4,26.9,95.0,17.2,1012.8,
2019-01-01,25.0,21.8,29.7,48.8,16.1,1013.3,13620.0
2019-02-01,23.5,19.8,27.6,85.4,18.3,1014.6,13860.0
2019-03-01,22.5,19.2,26.9,229.2,16.1,1015.3,11400.0
2019-04-01,19.9,16.1,24.9,11.2,12.4,1022.9,13800.0
2019-05-01,16.7,12.9,22.7,14.6,16.9,1020.5,14040.0
2019-06-01,13.8,10.1,18.6,171.4,16.9,1024.2,9240.0
2019-07-01,13.9,9.6,19.8,43.4,16.8,1021.4,13800.0
2019-08-01,13.9,9.5,19.6,73.0,20.5,1019.1,14880.0
2019-09-01,16.4,12.3,21.8,112.8,19.9,1019.6,14520.0
2019-10-01,19.8,14.8,24.5,34.2,,1017.8,17100.0
2019-11-01,20.9,17.0,26.7,26.2,20.9,1012.1,16440.0
2019-12-01,22.2,19.0,26.9,1.6,21.9,1013.2,13740.0
2020-01-01,23.9,21.0,28.2,71.4,21.2,1012.3,10020.0
2020-02-01,23.2,20.4,27.2,441.6,19.8,1012.8,10920.0
2020-03-01,20.9,17.7,25.4,160.4,18.5,1019.3,
2020-04-01,19.4,15.9,24.5,27.6,16.1,1015.8,
2020-05-01,15.3,11.8,20.3,118.8,19.5,1020.7,
2020-06-01,13.6,10.0,18.7,69.2,15.8,1023.0,10320.0
2020-07-01,13.4,9.8,18.1,183.0,18.0,1020.4,10800.0
2020-08-01,13.8,9.5,19.3,68.4,19.3,1014.9,15000.0
2020-09-01,17.2,13.5,21.1,29.0,18.6,1020.8,14160.0
2020-10-01,19.7,15.2,24.2,65.0,,1016.5,13140.0
2020-11-01,20.7,17.2,24.1,40.0,20.9,1016.0,14940.0
2020-12-01,21.4,18.7,24.1,72.0,20.7,1014.3,10380.0
2021-01-01,22.7,19.7,25.7,63.0,20.5,1013.7,12960.0
2021-02-01,22.3,19.8,25.1,116.0,20.8,1013.2,11760.0
2021-03-01,21.0,18.2,24.2,175.1,20.1,1015.8,11340.0
2021-04-01,18.4,14.6,22.9,4.4,14.2,1018.5,16080.0
2021-05-01,15.9,12.7,20.3,45.6,17.3,1020.8,12240.0
2021-06-01,13.3,10.2,17.5,11.8,17.2,1018.0,9240.0
2021-07-01,12.8,9.7,17.2,7.8,19.1,1014.4,12000.0
2021-08-01,14.6,10.6,19.5,58.5,18.2,1019.2,14400.0
2021-09-01,16.5,12.4,20.9,17.4,20.7,1019.6,14760.0
2021-10-01,18.9,14.0,23.8,67.0,,1012.2,15660.0
2021-11-01,18.9,16.7,21.5,54.2,21.4,1014.1,8760.0
2021-12-01,21.2,18.6,24.3,39.2,20.2,1014.1,
