time,tavg,tmin,tmax,prcp,wspd,pres,tsun
2008-03-01,8.3,5.7,10.9,129.0,,1012.0,4980.0
2008-04-01,9.1,5.4,13.2,89.0,,1011.4,10440.0
2008-05-01,14.1,10.4,18.6,146.0,14.0,1012.1,10500.0
2008-06-01,14.9,11.1,18.9,39.0,,1019.3,13080.0
2008-07-01,16.2,12.9,20.0,86.0,18.4,1015.7,9000.0
2008-08-01,16.1,13.5,19.3,149.0,,1013.8,5880.0
2008-09-01,13.8,10.2,18.0,105.0,16.9,1017.6,10200.0
2008-10-01,11.2,8.2,14.9,123.0,,1017.6,7140.0
2008-11-01,9.4,7.1,11.6,136.0,17.1,1016.6,2340.0
2008-12-01,5.5,1.8,8.8,85.0,,1019.3,6000.0
2009-01-01,5.4,2.6,8.3,206.0,18.6,1010.9,4200.0
2009-02-01,5.8,2.5,9.2,102.0,,1016.6,5700.0
2009-03-01,8.2,4.2,12.7,57.0,,1018.6,11100.0
2009-04-01,9.6,6.0,13.9,127.0,15.2,1013.3,10140.0
2009-05-01,12.5,8.8,16.6,40.0,17.5,1019.3,11340.0
2009-06-01,15.9,11.4,20.7,42.0,,1017.2,12240.0
2009-07-01,16.5,13.8,19.9,136.0,19.6,1015.3,8580.0
2009-08-01,16.4,13.2,20.2,45.0,,1018.1,8280.0
2009-09-01,14.5,11.4,18.5,37.0,15.8,1022.6,9060.0
2009-10-01,13.5,10.7,16.9,107.0,,1016.8,6780.0
2009-11-01,10.9,8.8,13.3,279.0,27.3,1005.9,3300.0
2009-12-01,6.6,3.7,9.5,189.0,,1007.0,4020.0
2010-01-01,4.1,1.3,7.1,117.0,,1015.3,4560.0
2010-02-01,5.4,2.5,8.7,160.0,,1003.8,3960.0
2010-03-01,7.1,3.8,10.9,79.0,,1016.4,8580.0
2010-04-01,9.8,5.1,15.0,42.0,12.8,1019.2,15420.0
2010-05-01,12.0,8.1,15.9,46.0,,1017.8,11580.0
2010-06-01,15.4,11.1,19.9,43.0,15.0,1017.8,14520.0
2010-07-01,17.0,13.7,21.0,89.0,,1018.0,9840.0
2010-08-01,16.1,12.9,19.5,127.0,15.4,1017.6,7740.0
2010-09-01,14.6,10.7,19.3,109.0,12.7,1016.8,11220.0
2010-10-01,12.4,9.4,16.1,130.0,,1012.8,7380.0
2010-11-01,8.2,5.6,11.0,251.0,16.4,1007.3,5160.0
2010-12-01,3.9,0.8,7.1,116.0,,1014.3,4320.0
2011-01-01,6.6,4.1,8.9,98.0,,1019.2,3780.0
2011-02-01,8.6,6.2,11.3,141.0,20.0,1016.3,3000.0
2011-03-01,8.2,4.4,13.1,15.0,,1021.4,10260.0
2011-04-01,12.6,7.9,18.3,30.0,,1019.0,14340.0
2011-05-01,12.9,9.0,17.4,19.0,14.7,1020.0,12540.0
2011-06-01,14.3,10.7,18.3,101.0,18.2,1017.9,10080.0
2011-07-01,15.4,11.9,19.7,56.0,14.0,1015.4,9900.0
2011-08-01,15.7,12.2,20.1,70.0,,1015.3,9420.0
2011-09-01,16.1,12.8,20.4,59.0,17.4,1016.3,9000.0
2011-10-01,13.4,10.3,17.6,158.0,,1019.1,6240.0
2011-11-01,11.7,9.0,14.9,46.0,15.2,1015.5,5280.0
2011-12-01,9.0,6.3,11.2,214.0,19.5,1018.9,2760.0
2012-01-01,8.0,5.9,10.5,78.0,,1025.5,3420.0
2012-02-01,5.9,3.0,8.8,31.0,11.7,1031.5,5040.0
2012-03-01,9.6,5.4,15.1,40.0,,1027.8,10860.0
2012-04-01,8.5,5.3,12.3,211.0,20.1,1005.6,9300.0
2012-05-01,12.8,9.1,17.3,79.0,,1016.8,11100.0
2012-06-01,14.6,12.1,18.0,139.0,,1013.1,5880.0
2012-07-01,15.8,12.5,19.8,102.0,,1016.5,10800.0
2012-08-01,17.3,14.3,21.3,84.0,18.7,1015.5,10560.0
2012-09-01,14.0,10.2,18.4,55.0,12.0,1017.5,7440.0
2012-10-01,12.3,9.7,15.4,149.0,,1010.7,4320.0
2012-11-01,8.5,5.6,11.9,172.0,16.3,1011.4,4680.0
2012-12-01,8.4,5.6,11.0,243.0,,1012.2,4020.0
2013-01-01,7.3,5.1,9.5,160.0,,1014.8,2400.0
2013-02-01,5.7,2.9,8.7,69.0,17.5,1018.4,5640.0
2013-03-01,6.3,3.6,9.9,91.0,,1005.2,5820.0
2013-04-01,8.4,5.3,12.4,115.0,20.5,1015.6,9540.0
2013-05-01,10.7,7.3,14.5,79.0,17.2,1015.6,11460.0
2013-06-01,13.6,10.7,17.2,66.0,,1019.8,8100.0
2013-07-01,17.8,13.7,22.6,35.0,16.5,1019.9,16560.0
2013-08-01,17.1,13.2,21.7,28.0,,1019.7,12180.0
2013-09-01,15.7,12.1,20.4,56.0,,1017.1,9180.0
2013-10-01,14.2,11.4,17.6,146.0,19.3,1012.8,6540.0
2013-11-01,9.7,7.4,11.7,153.0,,1020.5,3300.0
2013-12-01,8.4,5.4,11.0,256.0,,1017.6,4440.0
2014-01-01,8.2,5.3,10.9,231.0,,1004.2,3540.0
2014-02-01,7.9,5.3,10.6,266.0,26.6,1001.8,4740.0
2014-03-01,8.4,5.6,12.0,82.0,,1016.6,6960.0
2014-04-01,10.6,7.0,14.8,69.0,,1014.8,10500.0
2014-05-01,12.3,8.4,16.7,129.0,,1016.8,11760.0
2014-06-01,15.9,11.7,20.6,29.0,,1018.9,15420.0
2014-07-01,17.7,13.9,22.2,42.0,,1017.3,11640.0
2014-08-01,15.8,12.4,19.8,119.0,14.5,1014.9,9240.0
2014-09-01,17.0,12.5,22.8,13.0,10.7,1017.8,12840.0
2014-10-01,14.4,11.6,18.1,120.0,,1014.1,7080.0
2014-11-01,10.5,7.7,13.8,182.0,,1005.5,4680.0
2014-12-01,8.2,5.7,10.6,95.0,,1024.0,2700.0
2015-01-01,7.7,4.2,,181.5,,,
2015-02-01,5.8,2.2,9.1,131.9,17.8,1018.7,
2015-03-01,8.2,,,60.3,,,
2015-04-01,11.3,7.1,16.6,64.1,15.1,,
2015-05-01,12.3,8.9,15.8,,,,
2015-06-01,15.2,10.8,19.9,16.8,,,
2015-07-01,16.7,13.4,21.0,88.4,15.7,1017.1,
2015-08-01,16.0,12.6,19.8,153.3,15.2,1015.2,
2015-09-01,13.8,9.7,18.3,55.2,14.0,1017.4,
2015-10-01,12.3,8.6,16.1,109.9,14.5,1016.9,
2015-11-01,12.3,9.5,14.5,127.0,21.5,1020.4,
2015-12-01,12.1,9.6,14.1,116.8,,1020.7,
2016-01-01,8.5,5.7,10.8,291.4,21.5,1011.3,
2016-02-01,7.4,4.6,10.0,158.0,,1013.5,
2016-03-01,7.3,3.8,,118.6,,,
2016-04-01,9.0,5.2,13.2,56.4,15.8,1013.5,
2016-05-01,12.9,8.9,17.5,56.7,14.0,1014.6,
2016-06-01,15.3,12.5,19.0,66.5,14.0,1016.7,
2016-07-01,17.2,13.4,21.4,27.1,12.7,1020.1,
2016-08-01,17.3,15.0,22.4,47.0,17.9,1020.8,
2016-09-01,16.3,12.7,20.4,73.6,13.9,1018.6,
2016-10-01,11.1,7.0,16.2,89.7,11.6,1019.9,
2016-11-01,8.9,5.4,12.4,122.4,,1015.3,
2016-12-01,8.3,4.8,11.7,33.9,13.3,1027.5,
2017-01-01,5.7,2.2,9.0,48.4,,1024.6,
2017-02-01,7.8,4.3,11.1,109.5,18.3,1015.2,
2017-03-01,9.9,,13.0,79.4,,,
2017-04-01,9.8,4.7,15.0,14.5,13.5,1023.8,
2017-05-01,14.0,,18.9,,,,
2017-06-01,16.3,11.8,21.3,49.5,,1016.1,
2017-07-01,16.6,12.2,20.9,83.8,,1016.6,
2017-08-01,15.9,12.9,20.6,94.2,,1018.8,
2017-09-01,14.2,10.4,17.4,,,1016.9,
2017-10-01,13.1,9.9,16.4,,15.4,1021.6,
2017-11-01,9.2,7.2,12.8,,15.0,1020.5,
2017-12-01,8.1,6.4,10.3,,19.1,1018.9,
2018-01-01,8.6,5.4,10.8,154.5,22.3,1015.5,
2018-02-01,4.7,1.3,8.0,92.1,18.0,1017.9,
2018-03-01,6.9,,9.9,133.8,,,
2018-04-01,10.7,6.8,14.9,54.0,,,
2018-05-01,12.8,8.7,18.2,45.5,13.3,1017.9,
2018-06-01,16.5,12.5,21.4,46.0,,1019.1,
2018-07-01,18.4,13.6,23.6,70.6,13.2,1017.4,
2018-08-01,16.7,12.6,21.0,53.8,11.7,1019.8,
2018-09-01,15.1,10.5,19.9,34.9,14.9,1022.5,
2018-10-01,11.9,7.7,16.5,122.3,14.6,1018.5,
2018-11-01,9.5,6.3,12.7,181.1,18.6,1010.3,
2018-12-01,9.6,7.4,11.5,152.7,18.6,1019.8,
2019-01-01,6.6,4.3,9.1,91.0,12.9,1021.6,2880.0
2019-02-01,8.9,5.5,13.0,104.0,17.3,1021.5,7980.0
2019-03-01,9.2,5.8,12.7,79.0,,1021.3,8400.0
2019-04-01,10.2,6.0,15.1,74.0,15.1,1012.5,10200.0
2019-05-01,12.1,7.6,17.0,69.0,13.2,1018.6,12180.0
2019-06-01,14.8,11.0,19.4,92.0,14.6,1015.0,9900.0
2019-07-01,17.9,13.0,23.3,37.0,15.3,1017.2,16200.0
2019-08-01,16.4,12.3,21.1,102.0,15.4,1016.8,9840.0
2019-09-01,15.1,11.7,18.8,109.0,18.2,1019.8,8040.0
2019-10-01,12.6,9.7,15.7,223.0,18.4,1012.7,4140.0
2019-11-01,9.0,6.7,11.8,260.0,19.0,1002.4,3060.0
2019-12-01,8.5,5.7,11.1,149.0,21.3,1012.7,3360.0
2020-01-01,8.3,5.6,10.7,140.0,21.2,1022.1,4020.0
2020-02-01,9.0,6.4,11.5,189.0,27.6,1017.5,3840.0
2020-03-01,8.2,5.1,11.9,88.0,,1017.8,8520.0
2020-04-01,11.8,7.4,17.3,68.0,15.3,1015.3,11520.0
2020-05-01,14.7,9.0,20.6,22.0,16.5,1020.8,19320.0
2020-06-01,15.1,11.3,19.5,116.0,15.4,1013.8,9960.0
2020-07-01,15.9,11.6,20.5,27.0,15.3,1020.1,12660.0
2020-08-01,17.3,13.8,21.9,80.0,17.2,1014.6,11700.0
2020-09-01,15.1,10.9,20.2,55.0,13.1,1018.6,9180.0
2020-10-01,11.8,8.9,15.0,165.0,20.6,1011.5,5160.0
2020-11-01,11.2,8.5,14.0,103.0,19.0,1020.5,5340.0
2020-12-01,8.3,5.4,10.6,308.0,22.6,1006.0,3120.0
2021-01-01,6.5,4.0,9.4,192.0,16.7,1013.9,4440.0
2021-02-01,7.3,4.9,10.1,94.0,22.8,1013.5,4620.0
2021-03-01,8.7,4.9,12.7,48.0,,1024.3,8520.0
2021-04-01,9.1,3.8,14.8,7.0,16.7,1021.3,14940.0
2021-05-01,11.3,7.6,15.2,112.0,20.0,1013.4,8700.0
2021-06-01,15.3,11.2,19.9,46.0,11.7,1018.9,9300.0
2021-07-01,17.3,13.4,21.6,91.0,15.9,1016.2,7740.0
2021-08-01,16.1,12.7,20.3,48.0,15.6,1018.9,7500.0
2021-09-01,16.4,12.2,21.6,42.0,13.7,1018.4,9960.0
2021-10-01,13.0,9.1,17.3,165.0,17.7,1017.0,8880.0
2021-11-01,9.1,5.7,12.2,70.0,12.5,1020.7,
2021-12-01,8.6,5.5,11.4,152.5,20.2,1015.0,
